sentence	label
You are correct in saying there is negative content in other music, but the point is did the other performers AT THIS FAIR singing songs of the same nature as the music you are pointing out. Wouldn't be interesting if we heard that all the other bands that played sang appropriate music AT THIS FAIR. This would make a difference and your argument would not really apply to this situation. Little kids do listen to the lyrics and most likely understand what is being said. They may not be able to differentiate if it's okay behavior or not. Anyway, who cares about hearing about his life during an event that is supposed to be fun and upbeat!	0
you Libbies are goofy!	1
"Don't think for one moment that Chin is doing all this idiotic ""anti-Trump"" stuff for the people of Hawaii. Its all about his future political career. The snowflake dems of Hawaii are salivating over that prospect."	1
"""This life, which had been the tomb of his virtue and of his honour, is but a walking shadow; a poor player, that struts and frets his hour upon the stage, and then is heard no more: it is a tale told by an idiot, full of sound and fury, signifying nothing."""	1
I consider myself a moderate democrat; however, I think we need to get both parties together on this one. People! You need to wake up! Our voting system is inadequate. We can audit trillions of dollars every year, but we cant audit 300 million votes (half of this voted in 2016). Not only is that stupid, but because we cant audit our votes we get less favorable legislation that effects us financially.This isn't a Trump issue! It is an issue altogether. These candidates dont want to fix it. They want to exploit it! I demand to see my vote before and after an election. Our votes should be audited by an independent agency so these goons cant touch it. I'm thinking they would only have to audit once after an election. The audit should be based off subjective math and available for all to read.	1
Under Republican control, there will not be any sustainable national healthcare for Americans. The only ones that will continue to receive Cadillac healthcare are state and federal elected officials. Voters need to take to the state and federal capitals and protest a repeal of elected officials' healthcare.	0
Earths been here for 4.5 billion years. Many have tried to destroy it. All have failed and this president will fail. Thanks to those like the fine professors, native people, and angry citizens. Industry is just greedy. Reefs are the blood of the planet. Local fishermen do not fish there. anyway. To far and costly. Reefs around Hawaii are bleaching at a rapid pace. Read the local daily paper and CB. Leave the Papahanaumokuakea alone.	0
"How does anybody decode racism in: ""What does 'Too big for your britches' mean? If someone is too big for their britches, they are conceited and have an exaggerated sense of their own importance."" The man fits that to a T. Oops - is that racist???? I am not sure which is more embarrassing - Nenshi saying it or Mason writing it. Perhaps they didn't notice that Nenshi was served ""white rice"" or ""twice cooked pork"". Damn that take out."	1
Not paying annual vehicle registration fees, and not being able to legally renew my driver's license in late 2018 is fine with me. No new driver licencees for the next 10 years or so will be an excellent outcome for Oahu drivers.	0
"Yes, how about abiding by the constitution and not how you ""feel"". We'll have to wait for the Supreme Court to overturn these losers. Now we are going to need a law that you have to follow the law. Ridiculous, this is getting old."	1
"""When people “open carry” at these public events, the organizers typically require that the weapons be unloaded and be for display purposes only."" Why is that?"	0
Layla4: The conservative yellow stripe concerning the Avro Arrow Story must never happen to Canadians again! With a Fighting Frenchman at the helm it is not likely to repeat! He has his own money and is not likely to fill his own pockets with a bribe either. Can we say the same about that prairie gopher John Diefenbaker? The fact that bombardier works in the French language makes this kind of forced takeover just a little more difficult. NAFTA talks upcoming, and Trudeau is not asking his wife to bring the vaseline. He intends to stand Tall for our sovereign nation in front of the megalomaniacal moron Trump. This Is not a time for conservative corporate dupes standing for personal gains, not a Sovereign Canada.	1
Popcorn time!	0
Will these stewards of the land clean up their mess when they leave? Pack it in. Pack it out.	0
The Russian bots are out in full force on this one So obvious guys - at least TRY to disguise yourselves	0
Wow Charlie Trump is a bumbling lunatic and embarrassment of monumental proportions to the entire planet. You are severely misguided to an unbelievable degree. Amazing how you and the other 30% will keep defending the utter stupidity and racist lies of this bumbler. Trump is pathetic and every day is worse than the last. I'm truly amazed he's still alive. But hey, so much winning, right?..........	1
Not in Vancouver.	0
"Nigel says ""Pence is a religious zealot"" You say ""You have said it perfectly. Pray for Trump"" LOL The women look sexually frustrated. They'll go home and tell their cats all about their big day."	1
"Patrick Condon has the right idea; the flat city. http://www.cts.umn.edu/events/luncheon/2011fall Very few Canadian cities have sections that are considered ""flat"". Bloor Street West Village (and many old Toronto neighbourhoods as well); old Quebec City; Gastown (Vancouver). Generally, the planners know what is correct but that correct philosophy is never implemented these days. Quick money talks instead."	0
Good, dear, good. Printed a correction of that post before you ran off and turtled. Your Jays are still going nowhere this season. Spin, spin, spin ! Change monikers, rinse and repeat. Predictable as always.	0
Chicago has very strict gun laws, but not Indiana just down the freeway. People drive to Indiana to buy guns and bring them back to Chicago. You do not need to take away guns in breach of the second amendment, just a few common sense laws. Do not allow guns at public gatherings and espcially demonstrations-- we saw all the guns at Charleston-- so many the Mayor said the demonstrators had more guns than the police. Guns were fired and shooters seen on video (shooter claimed they were blanks) and there easily could have been a mass shooting. In the Las Vegas shooting some band members and stage workers had guns, but were afraid to take them out because they thought they would be shot by the police and others with guns at the show (and the police agreed that could have happened). The Dallas shooting also had confusion over whether guys with guns were good or bad which slowed down the police because they could not initially identify the shooter with others carrying guns.	0
Or rooting out the trouble makers, maybe. It appears the civilized world is sick of the shenanigans these Islamists are constantly up to.	1
This could make Trudeau's handout even more stupid then it appeared. The Khadr family are all bad news and should be in prison.	1
Cutting tax credits for students and initiating credits for teachers is barf inducing. Yeah, its teachers that need a break on those big pencil crayon purchases. Kowtowing to teachers for votes.	0
Hoover institute: enough said.	0
The State Department is in charge of the security and safety of its employees working in American embassies and consulates. The Ambassador begged for more security numerous times but he was ignored. The State Department depends on the host country to defend its citizens. If the host country can’t or won’t protect them, our military is usually sent in. They required orders from State or The Oval Office. The higher ups deny it but the troops anxious to rescue the Americans were told to”Stand Down”. No American help was sent while Hillary and Barrock slept that night. Why? Your take on Uranium One is equally as ignorant. Why do you protect these people? They don’t give a damn about you or the rest of us.	1
In 2015, China spent $144 billion on their military. Russia spent $66 billion.... This increase in spending - ON IT's OWN - is equal to ~80% of the entire annual Russian military expenditures. The U.S. already spent $596 billion in 2015 - so before the increase, the U.S. was spending nearly 3x the amount of those Russian and Chinese threats. Not so mention that staunch U.S. allies such as the United Kingdom, France, Germany, Italy, Canada, Israel, Austrialia, South Korea, and Japan spent a combined 316 billion - also more than Russia and China combined. The U.S. and it's closest allies (and there are many more not listed), spent many, many times over what Russia and China spent combined. You comment is asinine.	1
McConnell is useless. He can't keep up with Trump. That's why he complains that poor little Trump isn't a politician and doesn't understand how long it takes to get things done in politics. Haha! That's the whole point. McConnell is old politics. Nowadays, people want to get things done expediently, and McConnell and the old guard prefer to do things with glacial swiftness.	1
History will mock your opinion.	0
"Uh. I think you have my opinion. I don't know where to begin, but there's a difference between being able to do nothing and doing nothing. This play or maybe it's the direction or maybe it's direction, writing, and acting (except Nancy- she has something going on), is like watching reality television if reality television were actually real and there weren't bad actors and bad writing, but everything is beyond boring. This is not theatre, it is maybe a failed attempt at a psychological experiment on the audience. Everyday life is hardly ever theatre and that's why there are phrases like ""day of days"", in regards to writing, creating characters, etc. This play is masturbation. I see all the great reviews from its performance in the US- maybe different direction or maybe it's just a terrible play."	0
And white supremacy only accounts for a few black murders. I guess we're good then!	1
Almost all of that was pre Wynne though and in fact before the LAST election. If voters didn't care then what's changed now?	0
They hire christians all the time, who are statistically more likely to be murderers, rapists, pedophiles, and criminals than any other group. The suicide rate is because of degenerates like you that seem to think you have a right to dictate what other people do with thier lives, not because of being trans in and of itself.	1
"Politics affects most everyone's life. We deal with it in the office, in the news, and sometimes even in our homes. As a result, most people believe they understand it better than they really do (read: Dunning-Kruger effect). Not unusually, the most vocal tend to be the least informed. This often translates to those who are more entrenched in their political beliefs are more willing to shout down disagreement. I don't worry about being/becoming a ""dinosaur"" as independents and non-partisans make up roughly a third of the American voting populace. Though that ratio is a bit smaller here in Alaska, neither party has enough to win an election purely on their own base so they cannot run completely amok without worrying about accountability come vote day."	0
"That was perhaps the most hackneyed vomit, to say NOTHING of politically ignorant pap that I have read today. The ONLY way that the ""billionaires and CEO's"" can create monopolies and manipulate the market is through the use of governmental power. In a TRUE free market that operates without the corrupting influence of government, companies like Google and Microsoft would have been challenged by rivals that would possibly been able to wrench market share from these two behemoths before they became the ""monopolies"" that you decry. However, both companies paid for, and used, governmental power to crush their enemies in court, resulting in what you have today. Wake up, you desperately need to educate yourself and stop listening to retread communists and socialists. Oh, and stop smoking crack."	1
The real question...WTF is that thing in the middle?...	1
"Yes, and getting crucified at the altar of political correctness for so doing. So thank you for providing an additional example of the double standard I was writing about! (Peter Beaumont of The Guardian about the portrayal of Muslims in that series): ""High-profile Muslims living in the US share a secret: both willingly or otherwise they are covert helpers of Abu Nazir, the al-Qaida terrorist leader. In other words, it does not matter whether they are rich, smart, discreetly enjoying a western lifestyle or attractive: all are to be suspected. (Laila Al-Aria in Salon, criticizing the portrayal of Muslims in that series: ""... the most Islamophobic show on television... portraying Muslims under the light of simplistic concepts and as a monolithic, single-minded group..."""	1
You claiming that all people who aren't extremely liberal are racist a holes that want all non whites dead is the exact line of thinking that lead to the election of Trump. Claiming that 50% of the population is represented by the actions of 0.001% is beyond ridiculous. I'm also sure that you're the exact same type of person who claims, rightfully so, that not all muslims are terrorists, and yet all non progressives are white supremacists according to you...	1
"The whole ""trans"" issue is one of mental health . If these people wanted to cut off an arm or a leg , we would recommend psychotherapy, but because they want to cut off a penis its different ? Please explain why ?"	1
Actually I was pointing out that some of the articles are written in the 'let's get rid of him mode'. Austin Meek, a relative newcomer to the scene seems to be leading the charge.	0
Intolerance of differing opinions is extreme among those who say honor diversity out of one side of their mouth while out the other side they are saying fire the college professor who put black makeup on. Those folks typically call themselves liberals and live in expensive houses in same race neighborhoods with cushy government or education jobs. Intolerance is the central ingredient of those people who view themselves as good and others who think differently as bad. What was it that Hillary said? Half of Trump's supporters are brainless or whatever incredible disrespectful thing she said?	1
If they can make so much more not working for the government, don't let the door hit you in the ass !	1
For many muslim women, wearing a hijab is more a political statement than a religious requirement.	0
John A Mcdonald .A Sir to some but that's English and how many countries have the English invaded and made better ....Name one .I am waiting !!!. He was a drunk who took booze to Quebec and Hookers I am sure to party and get an agreement.he did even know what BC looked like but stole it from the people living there.he completed mass genocide to natives and had a fak-aloo court hearing to murder Loius Riel in a town no jurors would be Native or part Native.He set up the RCMP who completed mass murder in Manitoba and also Vancouver Island to people in the coal mines trying to set up a union.He was in bed with Hudson Bay the worst genocide fur trader company and it a disgrace to Canada.People in BC would be happier being American and people from Saskatchewan to BC are so disconnected from the East we would rather leave and will one day.When I see his ugly drunken nose on a bill I change it for something not disgusting in my wallet .The scum bag only came to BC once 5 years before he died	1
You are a godlike saint among us mere humans. Your judgement upon the rest of us is so insightful. You must be a magical psychic fairy!!. Lead us, oh Great Brainiac. Tell us of your superiority in all thoughts and earthly matters as your wit makes fools of us mere dirty mortals. Bless your boots, which you graciously allow all of us, your servants, to lick.	1
3/4 of the article attacks her 1/4 kinda defends her in a backhanded sort of way.	0
"The Pipe Dream is more than obscene, it is a bottomless pit, a black hole financially from which we will not be able to withdraw - the further down the hole the process goes, the more bleak is our outlook. DO NOT build another pipeline to unnecessary tear up the country.The gas is already at tide water in the Arctic. WHEN the market is right, BigOIl will build the plants, provide the tankers & transport the LNG to Asian markets. WAIT for the market to rise, then - ONLY after revising the Oil/Gas tax structure to assure that Alaska gets maximum fair share, THEN sell the gas & collect the royalties with absolutely minimum risk. COMMON SENSE, along with reasonable caution should be the mode of the administration. An ADVERSARIAL posture with BigOIl is the only relationship the state should have. Forget this ""partnering"" baloney, as it is smoke & mirrors. End Secrecy, get the auditing up to date, put teeth into the Legislative Ethics Rules & in all ways, get back to good government."	1
It was a great game to watch even prior to the Rockies opening it up. At least one more win this weekend, please. Though a sweep would be fantastic.	0
Trudeau has invited the world. He's just that kind of politician. No such thing as a bad vote....in his mind. His personal economic situation makes him smile. Us? Who are we?	0
It's asked a lot, but I encourage you to speak from your heart Charles. It's one of the few time some of these people get to hear a black voice. People need to know the hurt and pain of racial discrimination at a personal level- at Charles level. You don't represent all black opinion,(any more than I represent all white people), but you offer a very real story of prejudice for a black person. I hope you tell us just how it's affected your life in Eugene, use real personal experience.	0
She is a liar who uses taxpayer money to bribe them. We are sick to death of her.	1
"They are up 50% from the bottom. A $5 rise wipes out the ""need"" for an income tax"	0
"It is a fallacy to believe that a world without humans is a ""natural"" world. Animals and humans have been occupying the same space throughout the world's history. Perhaps if the park would look at the health of the wolf's prey species, like caribou and moose, there would be less need for wolves to disperse from the park."	0
"I don't know who you are, ""Stiff Upper Lip,"" but the poster you are replying to with the comment ""stop talking about things you have no experience with"" is a long-time Alaska dog musher. You would probably know that if you were a musher."	0
All of you at idiots	1
Lonzo Ball, a rookie sensation? He is shooting 29% from the field.	0
Not a big deal. Now, if she was the Reverend Barbara Jatta, THAT would be a big deal.	0
Especially since he did it before with almost no consequences.	0
“A son stabbed his mother. She is deceased,” Spottke said. “He also stabbed his sister, and she is in critical...” WTF is wrong with people? Hope this pos rots in hell.	1
People are so stupid. And lazy. Take advantage of anything you can for retirement. This is free money. Take it.	1
Everyone knows it is going upstairs for a ruling by the Supremes. Its actually a reasonable decision. The PFD is not a right. It was a product of Jay Hammond. The original one that was voted in gave $50 bucks for every year you were a resident. That was found unconstitutional as a result of a challenge by Ron and Penny Zobel in the early 80's by the U.S. Supreme Court. Today's amounts are based upon averaging over a period of time. As time goes on, the amounts are going to decline anyways due to continuing low prices. Blame the legislators for doing nothing. At least Walker did something. And he told everyone he would do it if the legislature didn't act. So who's to blame? Encourage your legislature to get our house in order, otherwise there won't be anything to distribute within a couple of years. I doubt there is another Exxon Valdez to jumpstart us out of a recession like last time. Call your legislator today and tell them to act otherwise soon there won't be anything.	0
Of the many choice words thrown at Trump I have not seen 'idiot' until now. Of course the guy is not an idiot, or stupid. He is a successful businessman in America. He did it the uniquely American way. But he would not be that successful if operated overseas. He would be in jail. My choice word is moron. And both Mexico and Canada are going to learn the deep meaning of it this year. This guy chickened out of North Korea. He is going to hit the bully run on his defenseless neighbors.	1
Hick has nerve hes run has been marginal at best although nathan dunlap loves him. 😀	1
"""Pensions are paid out of their savings,not a cent of pension is paid out of tax revenues."" 100% of the pension contribution is paid for from tax revenue, every last dime of it. All of teachers pension contributions come from their compensation package and their compensation package is entirely paid for using tax revenue. Both the ""employer paid"" and ""employee paid"" amount come from the same place (tax revenues) and is going to the same place (OTPP). Perhaps somewhat more concerning is that, because this pension plan is a ""jointly sponsored"" plan, the government is required, by law, to increase total compensation to teachers in the case of a pension plan shortfall."	0
How is this different? That's an easy one: it isn't a 'terrible disease or disability' to be a person who is transgendered; your comparison to diabetes is absolutely off the mark. According to Trump & the Trumpanzees, trans people's medical issues cost about 8.5 million per year to the U.S. military and as we should all know by now, that's about one-fifth of what's spent on Viagra, and less than half of what Trump has spent on trips to Mar-El-Largo and his other properties.	0
And the city of Eugene wants another $30 million to catch-up on deferred park maintenance and for more parks which will only add yet more maintenance needs. The county wants to renew the jail levy, and the state is looking for more money to close a $22 billion budget shortfall. I say we have enough parks. Forget about the new city hall and get caught-up on other city expenditures first. The county and state need to downsize their bloated adminstrative staff size and only fund basic services. The taxpayer is already tapped-out.	0
the paid left wing lunatic trolls are out in force,, same thing happes on any article that mentions climate change or kathleene wynne ,, as for your 70% a very small minority want and support carbon taxes,, all but NONE,, only the few lunatics like you,,	1
"Roy, you subsidize mass-incineration of millions of tons of helpless ""forage"" fish like capelin and threadfin bream to feed your precious ""pets"". Sanctimoniousness ill-befits hypocrites. Euthanize your cats, then come talk to us about the ""sheer joy of killing"". Your pets are reflex-killers. Humans bred them that way."	1
Not everyone who stayed behind was an idiot. I have friends in central Florida who are just fine.	1
Be merciful and bury them face down.	1
What a shit show.	1
Well it's the idiots with criminal ideation, so, okay. They can kill each other off or get felony convictions and lose their guns. Won't be a hiccup among the majority of us.	1
ah, renewal in the air? love and peace for Crooked Hillary. How could anyone vote for Lying Crooked Hillery. If you support Hillary, you are part of what's wrong with this country. Illegals, pack up, buses are waiting.	0
What are US Coast Guard vessels doing in the Gulf?	0
"F &M: "".What’s also notable is where the biggest change comes from in most of these polls….Trump’s overall ratings seem to be falling because some people who started off with a neutral impression on Inauguration Day have since soured on the president. Each of the eight surveys shows disapproval increasing, with the change ranging from 2 points to 13 points.” [HuffPost]"" Frankie.....it seems already folks who were supportive of Trump before he took office have seen him ""in action"" long enough to change their minds. Check the polls.....with each Trump miscue and each ""tweet tantrum"" his approval ratings drop. Out of touch? Actually, I fear it's President Donald J. Trump who is ""out of touch."" You can ""run rough-shod"" over others when you own the business or when you own the reality TV program. The game changes considerably when you become President of the United States. Perhaps you could 'tweet"" him and give him the news..........regards, Gary Crum"	0
Being banned by Russia is like being denied boiled chicken.	0
"Not sure what you mean by ""error factor"". If Gardiner (or any other player) makes a mistake that costs a goal, he gets a minus (so do all of his teammates on the ice at the time, of course). As for more critical minutes, if the difference were small, I'd agree. It's hard to put the difference between +21 and -15 or so down to critical minutes, though. Don't misunderstand me, I think Reilly is the better player and I was (very) surprised when I looked at the plus-minus."	0
I think it is a fair question to ask. One should also ask if one believes in concentration camps, or looting countries (Europe has had a long record on both)	0
Well, this is embarrassing, but also reassuring. I tried entering the URLs again in a different way, and--VOILA! There was all the information promised. (Ironically, I am otherwise engaged on all the dates offered.) Thank you for bringing this information to your readers!	0
Part II. OK, my analysis is that players 1 & 2 are roughly equal. More runs for P2, but more RBI's for P1. Higher AVG for P2, but more walks for P1. OPS difference is negligible. P3 stands out, though not greatly, because of Xtra base hits resulting in a higher OPS than the other two. If you couldn't guess, P1 = Goldschmidt, P2 = Blackmon and P3 = Arenado Add in Arenado's defense and you'd have to give him the MVP. Now if you don't completely disregard Coors numbers, I'd vote Blackmon. (Actually, I'd make he and Nolan Co-MVP's, but my glasses can be purple tinted at times) My prediction is the voters will either screw Charlie and Nolan outright because of Coors, or they will just cancel each other out by splitting votes. Either way I see Goldschmidt winning the MVP (sorry about the alignment, the underscores were supposed to prevent that . . .)	0
motley: Ya, I know he has stated that numerous times before. Arrest U'M ALL..............	0
"Isis oil dealing in the Middle East may cause oil price to increase and Alaska can prosper if the Governor and the Legislature don't Panic and pass HB 247; the ""atom bomb"" and ""Hell Bent 24/ 7 to run oil companies out of Alaska"" per AOGA and Armstrong testimony respectfully! http://www.lastampa.it/2016/05/25/vaticaninsider/eng/inquiries-and-interviews/stop-buying-oil-from-isis-and-selling-them-weapons-Ny1wyZQevahxH2n2dDAuOO/pagina.html"	0
"Paul22 makes some interesting points. As I see it they are: 1. If Sue does not save lives or helped people buy homes, she has no right to complain about the actions of Mylan or Wells Fargo. 2. Paul is tired of people bitching about the 1%. 3. Since all businesses make mistakes, the mistakes [that is illegal behavior, not accidents] by Mylan and Wells Fargo are common and therefore at least partially excusable. 4. If the company practices an ""overall good"" then their illegalities are less serious than if the good/bad equation comes up short. By this reasoning, who can complain about my illegal behavior if they have not done the good deeds I have, don't understand that we all make mistakes, or that I have done more good than bad? And, if anyone complains, well, I am just tired of the complaining."	0
Where did I read this the other day? Trade Ovechkin, after all they are not winning with him..The other player mentioned in that way was, oh, yeah, Price. Perhaps an exchange is in order?	0
"I'd like to share a comment written in response to the article ""Clarity beyond clericalism: Bishop Long at the Royal Commission"" published in the Australian on-line journal ""Eureka Street."" The article elicited this response from one reader, who referred to Catholic schools: ""If there were a significant risk of abuse, then enrolments would have fallen off dramatically. They haven't... so I conclude this is a witch-hunt...and not a realistic assessment of any widespread problem."" To describe Australia's Royal Commission into Institutional Child Sexual Abuse as an unrealistic ""witch-hunt"" addressing a manufactured problem sounds bizarre to me. However, this commentator is not alone; there are others. Those of us who believe Church reform is sine qua non need to be talking to these folks. Conversation can be a slow process, but if there is no meeting of minds, no willingness to listen, we're dead in the water."	0
All anger in this province is directed to you and your lobby lies, and you deserve every ounce of it.	1
This sort of deranged behavior would get the head of our HOA bounced. Instead, Trump cultists cheer their Dear Leader's every unhinged, idiotic move. Sad!	1
"Alaska statutes 03.55.030: ""Whenever any dog habitually annoys any wild deer, reindeer, sheep, cattle, horse, or other animal or bird either domestic or wild, or evinces a disposition which makes it likely that it will without provocation bite an animal or fowl, any person may lawfully kill the dog, when at large. The owner or keeper of the dog, if known or reasonably identifiable, shall be notified and given reasonable opportunity to restrain the dog before it is lawful to kill it. Persons authorized to enforce AS 16.05 (Alaska Fish and Game Code) and peace officers may enforce this section."""	0
Who cares? And why would we want to emulate those countries anyway? The problem is that our schools have completely turned their backs on 2000 years of Western history, political philosophy and culture–unprecedented and unparalleled advances in human rights as well as developments in art, music, literature, film etc. that make our culture the envy of the world. Little of this is taught in today's schools as they race to emulate the latest trend in education. Today that trend is an obsession with the STEM subjects...tomorrow, who knows?	0
I also hope Rush Limbaugh drowns.	1
This Dan Sullivan is from Alaska, maybe not born in Alaska but the majority in Alaska weren't. His wife is also native Alaskan........ Begich is an idiot.........that's why he was booted in favor of Sullivan.	1
Someone needs to set up a contingency plan in case this happens again. There was no excuse for letting the game go that long. I would be ticked if my neighbors set off fireworks at 1 am. How come the EMS get to do it?	0
"Does ""cultural appropriation "" mean the black musicians can be prevented from playing Tchaikovsky or Bach? or an Asian girl who wants to be a ballerina can be told to go away? Or natives will accept that they simply have to give up pizza and Chinese food? No of course not: that would be racist."	1
No I didn't and you lied to say that I had posted it more than once in this article of the topic, when I hadn't until you lied your a*ss off . Do not even dare tell me what to do or what I can say. Your audacity to even suggest that you can is beyond pathetic, petty and unworthy of respect. You are a scam artist and you have the choice to skip over my posts. Trying to control the message will only make it backfire ten-fold on you.	1
How? It's got the ocean on one side and a military base on the other so don't expect a Safeway or Fred's to open anywhere close, and it's not like the trains are going anywhere either. It's a crummy location, plain and simple.	0
Thats the avs we know 😁	0
Looks good on Dalhousie. That's what the clowns get for being so eager to regulate student speech.	1
The debate is over. Cultural appropriation has been declared baloney. Anyone breathing life into it shoild shove off.	1
The President is obviously mentally impaired. There's definitely something terribly wrong with him, so I hope Mr. Pence and the cabinet are learning how to act on the 25th Amendment. It's unfortunate that there's no separate amendment that could be invoked to remove a President who is a racist jerk with no moral authority. Because that describes the truly awful Donald Trump. The good news - in a sea of terrible news - is that House and Senate members are abandoning him. Trump is just a disgraceful human being.	1
experienced picked for the job, trump supporters are all in loser, keep the usual left wing cry baby stupidity coming, it makes for a great laugh at you losers here every day	1
Great letters from Walker and Crawford. The right in Alaska needs to be revealed in all it's oil sucking-up glory for what it really is: Bought and paid for employees of Big Oil. Always has been, always will be as long as Alaska is red. The fact that Alaskans fell for all the propaganda about SB21 is no big surprise; they're Republican and have been trained by their conservative parents and right wing propaganda to do the exact opposite of what is in their best interests, in favor of the ruling far right elite. Most telling, Alaskans thoughtlessly and stupidly voted for the biggest nut job and con man on the planet, Trump, for President. And now that he's continuing to be exposed as the destructive, corrupt, pathologically lying, bullying traitor that he is, they continue to support him. It doesn't get any more stupid than that. It's time for Alaska to get smart.	1
"The ""Repeal & Replace"" crowd just scored a victory in the House. Don't count out another victory in the Senate. . . Rethuglicans in the Senate just may change rules, add a few amendments to provide cover to members in blue or purple states, and then pass the bill! As others have noted, Rethuglicans need this bill for the tax ramifications, as well as the optics of having repealed OCare. Who will 'cry out for the poor'?"	0
According to Reuters, you are spot on. Yesterday they cited a study that confirms that we have steadily reduced our emissions and projects a continuing reduction over the next ten years. The study did not project beyond that timeframe, but given our technological advances there is no reason to believe that trend will not continue.	0
"Some former prosecutor is getting jail time? Damn shame isn't it? Is this karma or what? By the way where is or whatever happened to the self-serving and self styled ""Commander Legend in his Own Mind"" end up? No doubt still pretending to be some secret agent - Ranger danger type elsewhere."	1
I hope she is, before that poor boy gets brainwashed beyond repair	0
"Care to explain this ""Trump's good judgement""??? We've seen no evidence of such. As witnesses, I call Jeff Sessions, Rick Perry, Paul Manafort, Corey Lewandowski, Tillerson, his kids as part of his 'administration', his self-dealing 'foundation', and ... well, the list of his imbecilic stunts is long indeed."	1
"The deregulated, uncontrolled ""Free Market"" goes into paroxyms of agony over any self-perceived threats to their trillion dollar empires. The beginning of the descent into economic madness orchestrated by the Wall Street ""bailout"" thieves released from all of the Great Depression regulations interfering with their quest to amass all of the wealth of the world with paper hanging creations. Meanwhile the real economy of real humans struggles to survive on a daily basis as government is slashed, wages are stagnant or slashed, rent gouging is rampant, etc. The Republican terrorists continue their assault on the nation's economy through absolute control of the governing system shedding all controls except their own military and law enforcement protections against the indentured servants/slaves actually doing the work to maintain a functioning society. Fascism rules as the insane, bombastic buffoon wrecks the governing system and continues his own looting of the treasury. Revolution!"	1
That's where you are evading the real issues by trying to make this about psychology. It's stupid, a refusal to think, and the more you do it the less respect I have for any of your opinions.	1
"The whole scam of doctor incorporation so they can pay a 10.5% income tax rate is the REAL story here folks. The notion that some of these doctors are small businesses is complete and utter nonsense. As some have mentioned, many doctors employ ZERO people, pay ZERO overheard, have a captive customer base with ZERO risk of competition, ZERO risk in suffering loss of demand for their product or service, pay ZERO advertising dollars, and collect fees from the public purse. How in the world is that called a true small business? The ""ya but we doctors don't have pensions"" is such a lame excuse. Most private sector companies are reducing or eliminating pensions altogether. I hope that the Canadian public becomes more aware of this situation and demands fairness in the tax system. I also hope that the Government of Canada acts to close this egregious, unfair tax loophole and works to level the playing field for all Canadian taxpayers."	0
Why is Canada rewarding China with Free Trade negotiations and expanding trade as if there are no consequences for denying human rights and supporting and sheltering (nuclear) terrorist states?	0
Andrew, can anyone on earth restore any observatory site back to pristine condition? Are you Pele? Only Pele can do that. Hoku Kea, is still in operation. Unless you all threw the students observatory under the bus? I have had many conversation with students who said Hoku Kea is still viable. Is TMT for educating keiki? Or Is TMT for themselves? Appears to me and these students that they are the sacrificial lamb for TMT.	0
Leave the wealthy , who have earned their money honestly , alone. No end to these parasites.	1
I'd vote NO. One frowny face for hating the employed.	0
It is all fake news! If you hadn't heard, there is no truth to the professed interference by the WH in any FBI investigation. Someone is putting out all of this unverified information to create havoc and it seems to be working for the lefties are jumping through their butts and eating up all of the BS. Have at it and enjoy the special of the day. Idiots and naysayers, all nonproductive and waste of paper and print. Money making project for the MSM and their left sloped groupies. All the psychs need to examine their own minds before making any analysis of the POTUS mental condition. The smell of the stench coming from the left is totally unbearable and putrid as usual. When will will they ever learn to take the loss and move on like adults instead of acting like a bunch of over privileged lids with their hands out. Need to get the belt out! Maybe that will work?	1
"What you see as ""having your vacation ruined"" your fellow Canadians in trouble see as drowning or being murdered, raped and even worse by roaming gangs. In the U.S. and probably most countries not leaving one of your own behind is a source of pride. In Canada it seems to be something for suckers to do. Every man for himself."	1
cognitive dissonance now known as liberal talking points...hate filled insignificant losers following obamas final dictat ..	1
"""The House of Representatives has already left town and will not return until after Labor Day."" Deeply disturbing to those of us who don't enjoy generously compensated time off for not doing our jobs, Paul Ryan and what passes for GOP 'leadership' should be tarred and feathered for enabling this blatant disregard in attending to the nation's business. All parties to this debacle know full well of the debt ceiling deadline yet are numb to the grim consequences of inaction on such an essential measure. Both houses of Congress display a shameful arrogance in that regard, exhibiting a insular sense of non-accountability. Their inaction, lack of urgency and sloven heedlessness will have consequences in the next election cycle."	0
"Do you like your tax dollars supporting Capstone (10 years of tax breaks!)? How about not getting to vote on City Hall, the Cop Shop, EmX, Civic Stadium sale because the councilors decided to ignore you? Do you want the tax break for developers (MUPTE) to go on, ostensibly because a relatively few ""affordable units"" are part of the deal--- and who says there's a dearth of housing in this town? Rentals around the U of O are begging for tenants (no, you don't have to be a student). Clark has shown himself to be fiscally irresponsible, extremely so. It baffles me how anyone could reward any sitting councilors that produced these atrocities."	0
Got to admit, Donna Brazile at least has some cojones. Too bad the leftist media is burying HER accusations, which are very serious and troubling. Shining the light on the cockroaches of Clinton scandal always gets dimmed by the leftist media sycophants, however.	1
"Traditionally, native people hunted when they were hungry or to cache up food for leaner times. Now it's limited to ""hunting season."" We're only ""allowed"" to fish when the government says it is okay, and only as many fish/animals as the government says is enough. Natives traditionally only take as much as we need, never more, no waste, no disrespect. Don't talk to us about ""tradition."""	0
Many Canadians are just plain stupid with debt. Owing the banks way too much (that's why it's good to hold the bank stocks for now). You'd think they didn't learn any math skills from attending public schools. This is why they vote in governments that are equally inept and are digging us further down the debt hole. This debt cycle will not end well for Canadians - it is only then that they may learn.	1
